,CC3,Country,Year,Banking Crisis ,Systemic Crisis,exch_usd,National Currency,exch_sources,Domestic Debt,Sovereign External debt1,Sovereign External debt2,GDP_Weighted_default,Inflation,Independence,Currency Crises,Inflation Crises
0,AUT,Austria,1800.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,14.64646464646464,1,1,0.0
1,AUT,Austria,1801.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,29.24081323858143,1,1,1.0
2,AUT,Austria,1802.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,11.554948079807115,1,0,0.0
3,AUT,Austria,1803.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,12.448675361157424,1,0,0.0
4,AUT,Austria,1804.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-3.399989463738562,1,1,0.0
5,AUT,Austria,1805.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,26.509580683860634,1,0,1.0
6,AUT,Austria,1806.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-2.933196739278615,1,0,0.0
7,AUT,Austria,1807.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-24.74227078930879,1,1,0.0
8,AUT,Austria,1808.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,12.729910867700406,1,1,0.0
9,AUT,Austria,1809.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,50.82640035784859,1,1,1.0
10,AUT,Austria,1810.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-11.175119533580895,1,1,0.0
11,AUT,Austria,1811.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,53.654739057760175,1,1,1.0
12,AUT,Austria,1812.0,0.0,0.0,,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-18.565914325043618,1,1,0.0
13,AUT,Austria,1813.0,0.0,0.0,6.07011959526076e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-26.916765301263467,1,0,0.0
14,AUT,Austria,1814.0,0.0,0.0,1.09140062353292e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,49.6805061887116,1,0,1.0
15,AUT,Austria,1815.0,0.0,0.0,1.4652781310485e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,37.222185629662796,1,1,1.0
16,AUT,Austria,1816.0,0.0,0.0,1.41634508937547e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,40.56745002806481,1,1,1.0
17,AUT,Austria,1817.0,0.0,0.0,1.15719376273289e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,11.90762974689199,1,1,0.0
18,AUT,Austria,1818.0,0.0,0.0,1.00138320627699e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-55.430206224585135,1,0,0.0
19,AUT,Austria,1819.0,0.0,0.0,1.03907618293206e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-34.64586787702737,1,0,0.0
20,AUT,Austria,1820.0,0.0,0.0,1.07027705306813e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,8.815981611552791,1,0,0.0
21,AUT,Austria,1821.0,0.0,0.0,9.89755552810137e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,26.636668808869643,1,0,1.0
22,AUT,Austria,1822.0,0.0,0.0,1.01083067471882e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-21.64731010037748,1,0,0.0
23,AUT,Austria,1823.0,0.0,0.0,1.0242024762057e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-0.5348098113438784,1,0,0.0
24,AUT,Austria,1824.0,0.0,0.0,9.88495890351228e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-14.945507606448654,1,0,0.0
25,AUT,Austria,1825.0,0.0,0.0,1.00632495900041e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-15.931075143170059,1,0,0.0
26,AUT,Austria,1826.0,0.0,0.0,9.86461050994528e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,1.694094938930018,1,0,0.0
27,AUT,Austria,1827.0,0.0,0.0,9.73719080737096e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,39.13459703514499,1,0,1.0
28,AUT,Austria,1828.0,0.0,0.0,9.85685874096737e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,23.587579858903332,1,0,1.0
29,AUT,Austria,1829.0,0.0,0.0,1.00806910702044e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-0.9558840057509235,1,0,0.0
30,AUT,Austria,1830.0,0.0,0.0,1.03815566036593e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-7.693909528303,1,0,0.0
31,AUT,Austria,1831.0,0.0,0.0,9.89610207141802e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,9.742401391935008,1,0,0.0
32,AUT,Austria,1832.0,0.0,0.0,1.02081107727787e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-5.7922095759996015,1,0,0.0
33,AUT,Austria,1833.0,0.0,0.0,1.01640225867169e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-12.090286479419898,1,0,0.0
34,AUT,Austria,1834.0,0.0,0.0,1.01407672797831e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,4.715910922040678,1,0,0.0
35,AUT,Austria,1835.0,0.0,0.0,1.00632495900041e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,6.670884330177296,1,0,0.0
36,AUT,Austria,1836.0,0.0,0.0,1.00598581910763e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-13.833780123071543,1,0,0.0
37,AUT,Austria,1837.0,0.0,0.0,9.68292842452563e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-17.270228497219374,1,0,0.0
38,AUT,Austria,1838.0,0.0,0.0,9.95133342538559e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,11.102422972712878,1,0,0.0
39,AUT,Austria,1839.0,0.0,0.0,1.00356339130203e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,19.963131609210063,1,0,0.0
40,AUT,Austria,1840.0,0.0,0.0,9.97555770344154e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,9.180488669293464,1,0,0.0
41,AUT,Austria,1841.0,0.0,0.0,9.77255825333266e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-8.419815305358984,1,0,0.0
42,AUT,Austria,1842.0,0.0,0.0,1.01591777311057e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,5.2466614575934045,1,0,0.0
43,AUT,Austria,1843.0,0.0,0.0,9.92759363289076e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-11.304879097940262,1,0,0.0
44,AUT,Austria,1844.0,0.0,0.0,9.81567746827225e-06,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-3.1822509576692304,1,0,0.0
45,AUT,Austria,1845.0,0.0,0.0,1.01291396263163e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,21.948691668281494,1,0,1.0
46,AUT,Austria,1846.0,0.0,0.0,1.02439627043015e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,31.68842488200104,1,0,1.0
47,AUT,Austria,1847.0,0.0,0.0,1.01252637418273e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,33.55278168415202,1,0,1.0
48,AUT,Austria,1848.0,0.0,0.0,1.14130263632818e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-27.381716166449976,1,0,0.0
49,AUT,Austria,1849.0,0.0,0.0,1.09934618673527e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-5.189379411507433,1,0,0.0
50,AUT,Austria,1850.0,0.0,0.0,1.25040878469219e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-12.57120662868979,1,1,0.0
51,AUT,Austria,1851.0,0.0,0.0,1.25515674319116e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,5.954390641196494,1,1,0.0
52,AUT,Austria,1852.0,0.0,0.0,1.157242211289e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,9.818171653785402,1,0,0.0
53,AUT,Austria,1853.0,0.0,0.0,1.15976153620682e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,19.220881694155988,1,1,0.0
54,AUT,Austria,1854.0,0.0,0.0,1.24648445164713e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,50.87266089518461,1,0,1.0
55,AUT,Austria,1855.0,0.0,0.0,1.1275432463924e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-1.3082943546519732,1,0,0.0
56,AUT,Austria,1856.0,0.0,0.0,1.06499616045193e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-18.72498950699838,1,1,0.0
57,AUT,Austria,1857.0,0.0,0.0,1.10307672555589e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-35.47120880671793,1,0,0.0
58,AUT,Austria,1858.0,0.0,0.0,1.04203154485488e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-9.621041251141715,1,0,0.0
59,AUT,Austria,1859.0,0.0,0.0,1.22308379904508e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-18.848070354909506,1,1,0.0
60,AUT,Austria,1860.0,0.0,0.0,1.52995695345789e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,26.318143695834493,1,1,1.0
61,AUT,Austria,1861.0,0.0,0.0,1.47826234408649e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,1.0977337110481766,1,0,0.0
62,AUT,Austria,1862.0,0.0,0.0,1.19866572676468e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-12.434325744308229,1,0,0.0
63,AUT,Austria,1863.0,0.0,0.0,1.23020573679353e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,3.255555555555567,1,1,0.0
64,AUT,Austria,1864.0,0.0,0.0,1.23543818085362e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-14.262886043258383,1,0,0.0
65,AUT,Austria,1865.0,0.0,0.0,1.08413334011613e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-24.18246512415987,1,0,0.0
66,AUT,Austria,1866.0,0.0,0.0,1.34013551061144e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,44.6339888756456,1,1,1.0
67,AUT,Austria,1867.0,0.0,0.0,1.23606801208307e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,31.93640874208117,1,0,1.0
68,AUT,Austria,1868.0,0.0,0.0,1.21838428910222e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-6.680633450012374,1,0,0.0
69,AUT,Austria,1869.0,0.0,0.0,1.2817550004966e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,-16.91277975318971,1,0,0.0
70,AUT,Austria,1870.0,0.0,0.0,1.26944906724417e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,1,1.0,0.86,21.471486590809906,1,0,1.0
71,AUT,Austria,1871.0,0.0,0.0,1.20917906344096e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,12.815694943354528,1,0,0.0
72,AUT,Austria,1872.0,0.0,0.0,1.13757209750756e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,3.7168119917703413,1,0,0.0
73,AUT,Austria,1873.0,1.0,1.0,1.17390851459149e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,15.799789824184396,1,0,0.0
74,AUT,Austria,1874.0,0.0,1.0,1.13451983847251e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-10.494330695815336,1,0,0.0
75,AUT,Austria,1875.0,0.0,0.0,1.14944199375498e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-23.615857826384147,1,0,0.0
76,AUT,Austria,1876.0,0.0,0.0,1.30564013865977e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,113.81058911260253,1,0,1.0
77,AUT,Austria,1877.0,0.0,0.0,1.22351983605009e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,12.901088169642861,1,0,0.0
78,AUT,Austria,1878.0,0.0,0.0,1.19430535671461e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-12.353649871798833,1,0,0.0
79,AUT,Austria,1879.0,0.0,0.0,1.1930456942557e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,3.67263499224586,1,0,0.0
80,AUT,Austria,1880.0,0.0,0.0,1.17875337020268e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,9.526076018222618,1,0,0.0
81,AUT,Austria,1881.0,0.0,0.0,1.18892756698619e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-1.3636363636363669,1,0,0.0
82,AUT,Austria,1882.0,0.0,0.0,1.19377242259738e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,0.9216589861751112,1,0,0.0
83,AUT,Austria,1883.0,0.0,0.0,1.20927596055319e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-1.0273972602739656,1,0,0.0
84,AUT,Austria,1884.0,0.0,0.0,1.23301575304802e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-2.5374855824682796,1,0,0.0
85,AUT,Austria,1885.0,0.0,0.0,1.24851929100383e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-4.7337278106508895,1,0,0.0
86,AUT,Austria,1886.0,0.0,0.0,1.26014694447069e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-1.8633540372670843,1,0,0.0
87,AUT,Austria,1887.0,0.0,0.0,1.26596077120412e-05,"1748-1892-Gulden, 1892-1923-Krone,1923-1998 schilling, 1999-present euro",Primary source isGFD-RR_IFS official eop; alt1 series is GFD market eop exchange rate; alt2 series is Pick's parallel eop,0.0,0,0.0,0.0,-2.658227848101258,1,0,0.0
